MQ-3,MQ-4,MQ-135,Label
435,566,83,Orchid White
433,565,83,Orchid White
428,560,85,Orchid White
424,560,80,Orchid White
428,562,84,Orchid White
429,564,85,Orchid White
428,563,85,Orchid White
425,556,87,Orchid White
424,560,85,Orchid White
427,561,85,Orchid White
426,559,86,Orchid White
425,560,85,Orchid White
425,561,85,Orchid White
427,569,85,Orchid White
424,560,85,Orchid White
423,558,85,Orchid White
420,556,87,Orchid White
420,557,85,Orchid White
418,553,86,Orchid White
419,553,86,Orchid White
418,556,85,Orchid White
414,553,84,Orchid White
416,552,85,Orchid White
413,549,85,Orchid White
413,551,84,Orchid White
412,551,84,Orchid White
412,551,83,Orchid White
410,550,83,Orchid White
407,548,83,Orchid White
406,558,84,Orchid White
404,544,85,Orchid White
407,548,85,Orchid White
406,547,84,Orchid White
407,547,84,Orchid White
407,548,83,Orchid White
407,548,84,Orchid White
405,547,84,Orchid White
405,542,84,Orchid White
406,543,84,Orchid White
406,545,82,Orchid White
406,544,82,Orchid White
405,542,83,Orchid White
406,541,84,Orchid White
408,543,84,Orchid White
406,543,83,Orchid White
405,542,83,Orchid White
405,541,83,Orchid White
409,549,84,Orchid White
406,541,81,Orchid White
408,548,82,Orchid White
400,537,79,Orchid White
390,528,81,Orchid White
383,531,79,Orchid White
383,530,81,Orchid White
383,530,81,Orchid White
383,531,83,Orchid White
380,533,83,Orchid White
397,536,84,Orchid White
404,537,88,Orchid White
412,539,88,Orchid White
413,536,89,Orchid White
419,541,87,Orchid White
420,541,86,Orchid White
419,537,86,Orchid White
419,539,84,Orchid White
414,529,87,Orchid White
414,535,85,Orchid White
412,535,86,Orchid White
410,532,87,Orchid White
412,536,86,Orchid White
411,533,88,Orchid White
412,536,87,Orchid White
411,529,88,Orchid White
412,532,88,Orchid White
416,532,89,Orchid White
414,532,88,Orchid White
414,533,90,Orchid White
413,532,90,Orchid White
414,532,89,Orchid White
412,534,89,Orchid White
413,529,91,Orchid White
414,532,88,Orchid White
413,531,88,Orchid White
413,530,86,Orchid White
412,528,84,Orchid White
406,525,84,Orchid White
401,524,84,Orchid White
399,520,83,Orchid White
396,518,84,Orchid White
395,517,83,Orchid White
395,517,81,Orchid White
396,517,81,Orchid White
398,516,81,Orchid White
402,516,82,Orchid White
404,516,83,Orchid White
406,518,81,Orchid White
406,520,81,Orchid White
408,521,81,Orchid White
399,511,82,Orchid White
397,515,81,Orchid White
396,516,79,Orchid White
390,510,78,Orchid White
389,513,78,Orchid White
383,508,79,Orchid White
381,508,77,Orchid White
383,513,77,Orchid White
383,513,76,Orchid White
383,513,76,Orchid White
383,514,76,Orchid White
383,516,76,Orchid White
383,521,76,Orchid White
388,524,76,Orchid White
394,524,78,Orchid White
404,529,76,Orchid White
411,535,76,Orchid White
415,537,77,Orchid White
420,540,76,Orchid White
427,543,76,Orchid White
428,539,77,Orchid White
428,534,78,Orchid White
429,537,76,Orchid White
428,537,76,Orchid White
422,537,75,Orchid White
420,536,76,Orchid White
420,540,75,Orchid White
416,533,68,Orchid White
421,543,75,Orchid White
