MQ-3,MQ-4,MQ-135,Label
481,592,96,Orchid White
480,593,95,Orchid White
479,594,95,Orchid White
476,596,96,Orchid White
476,604,93,Orchid White
473,603,92,Orchid White
464,609,90,Orchid White
472,604,92,Orchid White
472,606,91,Orchid White
473,608,91,Orchid White
482,624,92,Orchid White
485,620,92,Orchid White
488,628,92,Orchid White
490,623,93,Orchid White
492,619,93,Orchid White
492,616,92,Orchid White
490,612,93,Orchid White
487,606,96,Orchid White
487,606,98,Orchid White
487,605,100,Orchid White
486,604,102,Orchid White
481,596,99,Orchid White
483,602,105,Orchid White
482,604,108,Orchid White
482,605,109,Orchid White
480,604,111,Orchid White
474,596,104,Orchid White
477,604,112,Orchid White
476,604,113,Orchid White
473,600,113,Orchid White
474,602,111,Orchid White
476,603,110,Orchid White
474,602,109,Orchid White
468,594,112,Orchid White
471,600,111,Orchid White
470,600,111,Orchid White
470,599,112,Orchid White
468,600,111,Orchid White
468,599,112,Orchid White
467,600,112,Orchid White
465,598,111,Orchid White
467,599,112,Orchid White
467,597,112,Orchid White
467,597,113,Orchid White
467,596,113,Orchid White
466,606,113,Orchid White
465,595,113,Orchid White
464,593,113,Orchid White
461,588,115,Orchid White
464,593,113,Orchid White
464,595,113,Orchid White
464,596,115,Orchid White
472,603,115,Orchid White
463,593,117,Orchid White
465,595,118,Orchid White
464,592,108,Orchid White
469,597,116,Orchid White
469,597,115,Orchid White
472,598,114,Orchid White
472,597,112,Orchid White
470,596,113,Orchid White
465,588,113,Orchid White
466,592,109,Orchid White
465,592,108,Orchid White
462,590,106,Orchid White
447,590,103,Orchid White
455,587,103,Orchid White
450,584,103,Orchid White
447,582,100,Orchid White
443,580,100,Orchid White
438,579,98,Orchid White
436,579,96,Orchid White
432,577,96,Orchid White
430,573,97,Orchid White
431,577,95,Orchid White
429,574,93,Orchid White
427,570,95,Orchid White
429,575,93,Orchid White
428,573,93,Orchid White
429,573,94,Orchid White
427,569,93,Orchid White
428,572,92,Orchid White
428,571,92,Orchid White
432,571,92,Orchid White
428,566,92,Orchid White
431,571,91,Orchid White
432,571,92,Orchid White
432,572,92,Orchid White
431,571,92,Orchid White
431,569,92,Orchid White
430,569,90,Orchid White
429,568,89,Orchid White
428,568,89,Orchid White
429,569,88,Orchid White
430,568,88,Orchid White
431,567,88,Orchid White
430,562,89,Orchid White
431,564,87,Orchid White
432,565,86,Orchid White
432,565,87,Orchid White
424,568,84,Orchid White
434,565,85,Orchid White
436,564,85,Orchid White
440,564,86,Orchid White
438,566,85,Orchid White
436,559,77,Orchid White
441,564,84,Orchid White
439,560,85,Orchid White
441,564,84,Orchid White
443,563,84,Orchid White
436,557,85,Orchid White
436,561,84,Orchid White
433,560,84,Orchid White
432,558,85,Orchid White
436,561,86,Orchid White
432,557,85,Orchid White
433,560,85,Orchid White
435,561,86,Orchid White
438,562,85,Orchid White
440,562,85,Orchid White
444,563,85,Orchid White
446,563,86,Orchid White
447,562,87,Orchid White
448,562,87,Orchid White
450,561,87,Orchid White
459,566,88,Orchid White
461,567,88,Orchid White
462,566,87,Orchid White
460,564,87,Orchid White
462,564,87,Orchid White
463,566,87,Orchid White
464,568,87,Orchid White
467,571,87,Orchid White
467,572,88,Orchid White
464,575,88,Orchid White
463,577,87,Orchid White
461,580,86,Orchid White
460,582,87,Orchid White
461,584,88,Orchid White
456,594,84,Orchid White
483,604,88,Orchid White
478,599,87,Orchid White
482,602,87,Orchid White
481,604,87,Orchid White
481,607,87,Orchid White
481,607,86,Orchid White
481,608,86,Orchid White
480,612,86,Orchid White
481,613,86,Orchid White
482,615,85,Orchid White
483,615,86,Orchid White
484,617,86,Orchid White
484,618,86,Orchid White
482,613,87,Orchid White
483,616,86,Orchid White
484,620,85,Orchid White
485,621,86,Orchid White
492,625,87,Orchid White
491,626,87,Orchid White
493,625,88,Orchid White
493,624,88,Orchid White
495,625,87,Orchid White
496,627,88,Orchid White
502,631,89,Orchid White
496,629,88,Orchid White
498,631,88,Orchid White
492,628,84,Orchid White
499,632,88,Orchid White
499,633,88,Orchid White
501,634,89,Orchid White
499,636,88,Orchid White
496,632,90,Orchid White
499,636,88,Orchid White
497,636,89,Orchid White
496,638,87,Orchid White
496,638,88,Orchid White
495,639,87,Orchid White
496,639,88,Orchid White
494,639,88,Orchid White
496,639,87,Orchid White
492,639,88,Orchid White
493,639,87,Orchid White
