MQ-3,MQ-4,MQ-135,Label
451,605,88,I Am The King
452,605,87,I Am The King
453,601,89,I Am The King
454,604,88,I Am The King
457,607,87,I Am The King
458,609,87,I Am The King
457,608,88,I Am The King
454,603,89,I Am The King
457,609,86,I Am The King
458,612,86,I Am The King
458,614,85,I Am The King
455,612,87,I Am The King
455,614,85,I Am The King
456,616,85,I Am The King
457,619,85,I Am The King
459,620,85,I Am The King
460,620,85,I Am The King
459,613,87,I Am The King
469,624,86,I Am The King
460,614,84,I Am The King
460,614,84,I Am The King
458,609,84,I Am The King
454,606,85,I Am The King
450,603,85,I Am The King
445,603,78,I Am The King
450,605,83,I Am The King
443,602,82,I Am The King
440,602,81,I Am The King
438,603,82,I Am The King
437,604,81,I Am The King
437,607,80,I Am The King
436,606,80,I Am The King
434,605,80,I Am The King
431,604,82,I Am The King
434,610,80,I Am The King
438,612,80,I Am The King
441,615,80,I Am The King
444,616,80,I Am The King
441,615,76,I Am The King
446,619,80,I Am The King
448,619,80,I Am The King
450,619,80,I Am The King
456,620,80,I Am The King
463,623,80,I Am The King
462,608,73,I Am The King
469,617,80,I Am The King
468,612,80,I Am The King
460,607,80,I Am The King
453,603,80,I Am The King
449,601,81,I Am The King
448,601,81,I Am The King
448,600,82,I Am The King
448,598,81,I Am The King
447,596,83,I Am The King
444,589,85,I Am The King
446,591,84,I Am The King
447,593,84,I Am The King
447,592,83,I Am The King
446,592,82,I Am The King
444,591,82,I Am The King
441,588,82,I Am The King
446,595,83,I Am The King
437,585,82,I Am The King
436,586,81,I Am The King
434,584,81,I Am The King
432,583,80,I Am The King
429,581,80,I Am The King
428,581,80,I Am The King
426,580,80,I Am The King
424,579,80,I Am The King
421,578,79,I Am The King
419,577,78,I Am The King
416,574,78,I Am The King
420,581,79,I Am The King
412,571,79,I Am The King
412,573,77,I Am The King
411,572,76,I Am The King
409,571,76,I Am The King
407,568,76,I Am The King
405,563,79,I Am The King
406,567,76,I Am The King
405,567,76,I Am The King
404,565,76,I Am The King
405,564,77,I Am The King
402,564,76,I Am The King
401,564,75,I Am The King
400,561,75,I Am The King
399,558,76,I Am The King
400,562,75,I Am The King
400,560,75,I Am The King
404,568,76,I Am The King
400,559,75,I Am The King
400,558,75,I Am The King
401,556,75,I Am The King
403,557,74,I Am The King
403,565,74,I Am The King
406,556,74,I Am The King
408,556,74,I Am The King
405,548,68,I Am The King
409,556,73,I Am The King
408,553,73,I Am The King
408,552,74,I Am The King
407,552,72,I Am The King
409,560,74,I Am The King
405,551,72,I Am The King
404,548,72,I Am The King
403,551,72,I Am The King
403,549,72,I Am The King
401,548,71,I Am The King
399,546,70,I Am The King
394,542,69,I Am The King
394,548,70,I Am The King
382,540,69,I Am The King
376,539,69,I Am The King
371,532,71,I Am The King
372,538,69,I Am The King
369,535,69,I Am The King
368,535,69,I Am The King
368,536,69,I Am The King
365,531,71,I Am The King
367,533,69,I Am The King
367,532,69,I Am The King
366,531,70,I Am The King
366,532,68,I Am The King
365,530,69,I Am The King
368,536,70,I Am The King
363,536,68,I Am The King
361,524,68,I Am The King
359,524,68,I Am The King
356,524,67,I Am The King
354,518,69,I Am The King
354,522,67,I Am The King
352,520,67,I Am The King
349,517,68,I Am The King
349,517,67,I Am The King
349,516,67,I Am The King
347,513,67,I Am The King
347,514,67,I Am The King
344,506,60,I Am The King
344,510,66,I Am The King
344,517,67,I Am The King
340,507,66,I Am The King
340,507,64,I Am The King
339,504,65,I Am The King
335,502,63,I Am The King
333,502,63,I Am The King
330,500,63,I Am The King
327,498,62,I Am The King
324,506,65,I Am The King
329,520,74,I Am The King
356,525,80,I Am The King
394,536,84,I Am The King
432,547,89,I Am The King
464,556,94,I Am The King
487,564,102,I Am The King
502,573,106,I Am The King
516,577,110,I Am The King
526,582,111,I Am The King
532,587,112,I Am The King
535,588,113,I Am The King
535,585,116,I Am The King
529,579,119,I Am The King
533,584,121,I Am The King
533,585,127,I Am The King
532,585,133,I Am The King
528,579,137,I Am The King
530,583,136,I Am The King
532,586,132,I Am The King
540,593,127,I Am The King
531,586,121,I Am The King
523,578,120,I Am The King
524,583,115,I Am The King
517,579,116,I Am The King
516,581,114,I Am The King
505,588,113,I Am The King
508,580,112,I Am The King
505,577,112,I Am The King
500,572,112,I Am The King
502,579,109,I Am The King
499,576,112,I Am The King
500,581,113,I Am The King
500,581,116,I Am The King
500,583,113,I Am The King
501,582,114,I Am The King
500,583,114,I Am The King
500,585,116,I Am The King
501,584,120,I Am The King
497,584,119,I Am The King
503,589,120,I Am The King
495,584,117,I Am The King
492,580,116,I Am The King
486,577,115,I Am The King
487,581,114,I Am The King
483,581,114,I Am The King
479,578,114,I Am The King
475,575,116,I Am The King
476,580,113,I Am The King
476,579,112,I Am The King
473,577,113,I Am The King
472,577,114,I Am The King
471,577,115,I Am The King
478,582,117,I Am The King
466,587,117,I Am The King
472,576,120,I Am The King
474,579,114,I Am The King
478,584,123,I Am The King
480,583,121,I Am The King
481,582,120,I Am The King
482,580,120,I Am The King
481,580,119,I Am The King
480,579,119,I Am The King
476,577,120,I Am The King
473,576,120,I Am The King
469,572,120,I Am The King
465,561,113,I Am The King
467,572,119,I Am The King
466,572,119,I Am The King
