MQ-3,MQ-4,MQ-135,Label
383,587,85,I Am The King
396,597,84,I Am The King
389,581,84,I Am The King
383,585,82,I Am The King
383,582,72,I Am The King
383,580,83,I Am The King
383,581,83,I Am The King
382,576,83,I Am The King
382,576,85,I Am The King
383,580,84,I Am The King
381,572,86,I Am The King
383,578,84,I Am The King
381,574,84,I Am The King
379,572,84,I Am The King
380,574,84,I Am The King
372,580,83,I Am The King
380,574,83,I Am The King
379,573,83,I Am The King
377,569,84,I Am The King
373,564,83,I Am The King
379,572,82,I Am The King
372,568,80,I Am The King
370,565,79,I Am The King
366,561,79,I Am The King
363,561,79,I Am The King
354,553,69,I Am The King
359,560,80,I Am The King
355,559,79,I Am The King
354,556,79,I Am The King
356,560,77,I Am The King
358,559,77,I Am The King
357,557,77,I Am The King
357,556,76,I Am The King
355,554,76,I Am The King
357,557,79,I Am The King
350,552,77,I Am The King
348,550,76,I Am The King
345,549,77,I Am The King
345,549,78,I Am The King
346,548,79,I Am The King
347,549,78,I Am The King
348,548,78,I Am The King
348,547,78,I Am The King
348,545,78,I Am The King
349,545,78,I Am The King
349,544,77,I Am The King
349,543,78,I Am The King
348,542,77,I Am The King
348,540,77,I Am The King
348,538,76,I Am The King
343,535,77,I Am The King
346,536,76,I Am The King
340,543,74,I Am The King
341,532,74,I Am The King
336,531,72,I Am The King
333,531,74,I Am The King
338,532,77,I Am The King
357,540,81,I Am The King
383,548,86,I Am The King
412,556,92,I Am The King
435,561,95,I Am The King
453,573,99,I Am The King
468,578,102,I Am The King
480,580,104,I Am The King
486,581,96,I Am The King
491,581,108,I Am The King
496,585,108,I Am The King
497,583,108,I Am The King
496,580,107,I Am The King
496,580,108,I Am The King
500,585,107,I Am The King
499,587,106,I Am The King
500,592,107,I Am The King
499,588,108,I Am The King
494,583,110,I Am The King
494,585,108,I Am The King
493,588,109,I Am The King
489,583,109,I Am The King
488,586,107,I Am The King
484,583,105,I Am The King
479,582,102,I Am The King
467,570,96,I Am The King
464,578,104,I Am The King
466,580,106,I Am The King
460,579,107,I Am The King
464,583,107,I Am The King
466,583,107,I Am The King
466,580,107,I Am The King
468,582,107,I Am The King
465,581,107,I Am The King
461,577,108,I Am The King
460,581,105,I Am The King
456,574,104,I Am The King
453,572,104,I Am The King
452,573,103,I Am The King
449,573,101,I Am The King
447,572,102,I Am The King
444,566,94,I Am The King
